participant,File_ID,pt_location,age_group,pt_location_age_group,expName,date,excerpt_label_final,excerpt_name_original,genre_code,familiarity_specific_level,song_batch,no_thought_rate,creation_time_Acc,familiarity_specific_rated,thought_or_not_response.keys,have_thought_input.text,have_thought_input.text_EDIT,Artists_composers_singers_etc_mentioned,song_piece_titles_mentioned,media_or_fictional_characters_or_titles_mentioned,PossibleExclusion,no_thought_input.text,rating_Q1_music_related.response,rating_Q2_spontaneous.response,rating_Q3_reality.response,general_rating_Q1_familiarity.response,general_rating_Q2_enjoy.response,textbox_attnCheck.text,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLangue,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpairments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,have_thoughts.started,have_thoughts.stopped,no_thought.started,no_thought.stopped,have_thoughts.RT,no_thought.RT,have_thought_word_count,no_thought_word_count,have_thought_input_text_EDIT_word_count,spelling_corrected,spelling_check_original_words,spelling_check_new_words,spelling_check_original_words_number,spelling_check_new_words_number,dimension_of_similarity_1,dimension_of_similarity_2,audio_name,original_order,online_order,have_thought_input.text_EDIT_PNAS,dimension_of_similarity_1_PNAS,dimension_of_similarity_2_PNAS
5ec7e258f052ac26af7aafc5,MEI_UK18to30_2024-07-11_13h15.25.681_5ec7e258f052ac26af7aafc5.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h15.25.681,60s_H_05,60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s pop,H,5,0.064516129,0.35483871,1.741935484,y,"A couple on some cobbled streets during winter, snow falling, with them embracing and dancing, lost with each other, not paying attention to the world around them","A couple on some cobbled streets during winter, snow falling, with them embracing and dancing, lost with each other, not paying attention to the world around them",,,,,,5,5,5,3,2,,TRUE,27,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,864.5133,895.6974,901.7468,901.7483,31.1841,NA,27,0,27,No,NA,NA,NA,NA,3.5756977,-37.636127,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,253,27,"<i>A</i> couple <i>on</i> <i>some</i> cobbled streets <i>during</i> winter, snow falling, <i>with</i> <i>them</i> embracing <i>and</i> dancing, lost <i>with</i> <i>each</i> <i>other</i>, <i>not</i> paying attention <i>to</i> <i>the</i> world <i>around</i> <i>them</i>.",-10.468897,7.5343637
522439,MEI_UK18to30_2024-07-11_13h18.51.018_522439.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h18.51.018,60s_L_10,60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s pop,L,10,0.176470588,0.5,1.5,y,A ROm-COm scene where they're in a tropical country and on a speedboat and it's sunny.,A Rom-Com scene where they're in a tropical country and on a speedboat and it's sunny.,,,,,,5,5,4,1,2,,TRUE,21,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,6,2,NA,749.0575,782.1663,795.6991,795.7002,33.1088,NA,17,0,17,Yes,ROm-COm,Rom-Com,2,2,-6.3033924,-35.866867,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,266,28,<i>A</i> Rom-Com <i>scene</i> <i>where</i> <i>they're</i> <i>in</i> <i>a</i> tropical country <i>and</i> <i>on</i> <i>a</i> speedboat <i>and</i> <i>it's</i> sunny.,0.86562026,47.36553
301951,MEI_UK18to30_2024-07-11_13h20.48.991_301951.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h20.48.991,60s_L_09,60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,60s pop,L,9,0.114285714,0.228571429,1.542857143,y,being at a concert and the band playing an instrumental piece,being at a concert and the band playing an instrumental piece,,,,,,3,3,2,1,4,,TRUE,21,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,6,2,interesting,511.5587,543.1548,554.0726,554.0747,31.5961,NA,11,0,11,No,NA,NA,NA,NA,-50.677673,10.454493,60s_L_09_new-clip_60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,272,29,<i>Being</i> <i>at</i> <i>a</i> concert <i>and</i> <i>the</i> <i>band</i> playing <i>an</i> instrumental <i>piece</i>.,38.2012,-54.739265
918760,MEI_UK18to30_2024-07-11_13h20.58.763_918760.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h20.58.763,60s_H_04,60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,60s pop,H,4,0.176470588,0.235294118,1.852941176,y,"A shifting sequence leading up to a planned bank robbery. Picking up briefcases, driving on the highway, checking mirrors. Very Ocean's Eleven.","A shifting sequence leading up to a planned bank robbery. Picking up briefcases, driving on the highway, checking mirrors. Very Ocean's Eleven.",,,Ocean's Eleven,,NA,5,5,4,2,4,,TRUE,30,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,3,"Very fun, just wish I had slightly more time to type. Also I had to use the left and right arrow to go back and correct any typos or mistakes. It wouldn't let me click in areas to correct if that makes sense?",1241.0629,1294.4646,1310.9479,1310.9491,53.4017,NA,22,NA,22,No,NA,NA,NA,NA,-17.087902,-46.22749,60s_H_04_new-clip_60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,284,30,"<i>A</i> shifting sequence leading <i>up</i> <i>to</i> <i>a</i> planned bank robbery. Picking <i>up</i> briefcases, driving <i>on</i> <i>the</i> highway, checking mirrors. <i>Very</i> Ocean<i>'s</i> Eleven.",-7.8700895,24.346462
90894,MEI_UK18to30_2024-07-11_13h21.39.364_090894.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h21.39.364,60s_L_10,60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s pop,L,10,0.176470588,0.5,1.5,y,"The settings of the American mountains and canyons with long winding roads while driving a classic Ford Mustang convertible, or some form of vintage American muscle car","The settings of the American mountains and canyons with long winding roads while driving a classic Ford Mustang convertible, or some form of vintage American muscle car",,,,,,4,4,5,1,4,,TRUE,18,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,N/A,132.5765,168.9736,186.5654,186.5731,36.3971,NA,27,0,27,No,NA,NA,NA,NA,-20.606977,-44.332397,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,292,31,"<i>The</i> settings <i>of</i> <i>the</i> American mountains <i>and</i> canyons <i>with</i> long winding roads <i>while</i> driving <i>a</i> classic Ford Mustang convertible, <i>or</i> <i>some</i> form <i>of</i> vintage American muscle car.",1.4169014,35.111744
963571,MEI_UK18to30_2024-07-11_13h22.03.592_963571.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h22.03.592,60s_H_01,60s_HIGH_Summer_in_the_City_-_Remastered.mp3,60s pop,H,1,0.147058824,0.264705882,3.235294118,y,Someone realizing something and getting stronger from it and building up on their skills.,Someone realizing something and getting stronger from it and building up on their skills.,,,,,,4,4,2,4,5,banana,TRUE,22,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,4,2,N/A,553.9389,584.8049,594.0365,594.0372,30.866,NA,14,0,14,No,NA,NA,NA,NA,44.58262,-39.766552,60s_H_01_new-clip_60s_HIGH_Summer_in_the_City_-_Remastered.mp3,305,32,Someone realizing something <i>and</i> getting stronger <i>from</i> <i>it</i> <i>and</i> building <i>up</i> <i>on</i> <i>their</i> skills.,-60.20556,-9.329066
488849,MEI_UK18to30_2024-07-11_13h22.19.201_488849.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h22.19.201,60s_H_04,60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,60s pop,H,4,0.176470588,0.235294118,1.852941176,y,A small local band having a jam session in a studio,A small local band having a jam session in a studio,,,,,,5,4,3,1,2,,TRUE,24,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,2,NA,462.6322,493.6593,514.4304,514.4312,31.0271,NA,11,0,11,No,NA,NA,NA,NA,-51.29864,-6.4424224,60s_H_04_new-clip_60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,311,33,<i>A</i> small local <i>band</i> <i>having</i> <i>a</i> jam session <i>in</i> <i>a</i> studio.,40.06279,-33.52791
908591,MEI_UK18to30_2024-07-11_13h23.02.657_908591.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h23.02.657,60s_L_11,60s_MED_Through_with_You.mp3,60s pop,L,11,0.09375,0.15625,1.4375,y,"Start of a western film, people riding on horseback","Start of a western film, people riding on horseback",,,,,,4,4,2,2,3,,TRUE,28,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,3,NA,636.918,668.5535,678.7532,678.7541,31.6355,NA,9,0,9,No,NA,NA,NA,NA,-19.045958,-51.84409,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,331,34,"Start <i>of</i> <i>a</i> western <i>film</i>, people riding <i>on</i> horseback.",8.439335,27.44569
804121,MEI_UK18to30_2024-07-11_13h23.07.960_804121.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h23.07.960,60s_L_10,60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s pop,L,10,0.176470588,0.5,1.5,y,A scene with two people in a car in the US and they're starting a road trip going really far away from anything they've ever known. They're driving in the middle of nowhere and the landscapes are dry.,A scene with two people in a car in the US and they're starting a road trip going really far away from anything they've ever known. They're driving in the middle of nowhere and the landscapes are dry.,,,,,,5,4,3,1,3,,TRUE,19,Female,United Kingdom,United Kingdom,English,TRUE,French,FALSE,NA,3,3,NA,353.3523,402.0066,420.2248,420.2274,48.6543,NA,38,0,38,No,NA,NA,NA,NA,21.9976,-23.819319,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,336,35,<i>A</i> <i>scene</i> <i>with</i> two people <i>in</i> <i>a</i> car <i>in</i> <i>the</i> US <i>and</i> <i>they're</i> starting <i>a</i> road trip going really far away <i>from</i> anything they<i>'ve</i> ever known. <i>They're</i> driving <i>in</i> <i>the</i> middle <i>of</i> nowhere <i>and</i> <i>the</i> landscapes <i>are</i> dry.,-13.85125,23.22392
916575,MEI_UK18to30_2024-07-11_13h23.09.973_916575.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h23.09.973,60s_L_07,60s_MED_Im_Waiting_For_The_Man.mp3,60s pop,L,7,0.2,0.3,1.733333333,y,I was sat in a car driving on a fast road in the mountains or fields. I felt comfort and optimistic,I was sat in a car driving on a fast road in the mountains or fields. I felt comfort and optimistic,,,,,NA,4,4,3,3,5,,TRUE,26,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,1,NA,430.8291,471.6998,485.4096,485.4107,40.8707,NA,21,NA,21,No,NA,NA,NA,NA,8.577146,-47.81378,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,345,36,<i>I</i> <i>was</i> sat <i>in</i> <i>a</i> car driving <i>on</i> <i>a</i> fast road <i>in</i> <i>the</i> mountains <i>or</i> fields. <i>I</i> felt comfort <i>and</i> optimistic.,-8.461121,31.289589
577541,MEI_UK18to30_2024-07-11_13h23.44.160_577541.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h23.44.160,60s_H_05,60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s pop,H,5,0.064516129,0.35483871,1.741935484,y,"I imagined listening to this at the end of a long day, the sun is setting and I am sitting outside a cottage watching the sun go down over the fields in the countryside somewhere. Very relaxing and peaceful.","I imagined listening to this at the end of a long day, the sun is setting and I am sitting outside a cottage watching the sun go down over the fields in the countryside somewhere. Very relaxing and peaceful.",,,,,,3,3,3,1,4,,TRUE,20,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,4,3,NA,568.9095,635.1944,645.8274,645.8296,66.2849,NA,39,0,39,No,NA,NA,NA,NA,3.2163508,-57.54514,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,356,37,"<i>I</i> <i>imagined</i> listening <i>to</i> <i>this</i> <i>at</i> <i>the</i> end <i>of</i> <i>a</i> long day, <i>the</i> sun <i>is</i> setting <i>and</i> <i>I</i> <i>am</i> sitting outside <i>a</i> cottage watching <i>the</i> sun go <i>down</i> <i>over</i> <i>the</i> fields <i>in</i> <i>the</i> countryside somewhere. <i>Very</i> relaxing <i>and</i> peaceful.",-22.551598,57.747272
471075,MEI_UK18to30_2024-07-11_13h24.28.576_471075.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h24.28.576,60s_L_09,60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,60s pop,L,9,0.114285714,0.228571429,1.542857143,y,christmas party or concert or church party,christmas party or concert or church party,,,,,,5,2,5,1,1,,TRUE,22,Female,United Kingdom,United Kingdom,English,TRUE,Bangla,FALSE,NA,5,2,why did you choose a popular song for the last one . the others didnt seem like a hit song as the 10th clip,916.2851,948.5835,959.2824,959.2856,32.2984,NA,7,0,7,No,NA,NA,NA,NA,-56.23714,40.74249,60s_L_09_new-clip_60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,376,38,Christmas party <i>or</i> concert <i>or</i> church party.,71.15735,12.006864
190501,MEI_UK18to30_2024-07-11_13h24.41.460_190501.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h24.41.460,60s_H_04,60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,60s pop,H,4,0.176470588,0.235294118,1.852941176,y,i imagined a man in a suit with a nice watch or driving expensive car in an advert for some luxuary product. I found it to be patronising ,i imagined a man in a suit with a nice watch or driving expensive car in an advert for some luxury product. I found it to be patronising ,,,,,,4,3,1,1,2,,TRUE,28,Male,United Kingdom,Germany,german,TRUE,english,FALSE,NA,7,2,NA,721.7935,752.5023,759.6532,759.6543,30.7088,NA,28,0,28,Yes,luxuary,luxury,1,1,2.9976113,-3.3089628,60s_H_04_new-clip_60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,383,39,<i>I</i> <i>imagined</i> <i>a</i> man <i>in</i> <i>a</i> suit <i>with</i> <i>a</i> nice watch <i>or</i> driving expensive car <i>in</i> <i>an</i> advert <i>for</i> <i>some</i> luxury product. <i>I</i> found <i>it</i> <i>to</i> <i>be</i> patronising.,-3.5768418,27.3592
445538,MEI_UK18to30_2024-07-11_13h25.15.209_445538.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h25.15.209,60s_H_04,60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,60s pop,H,4,0.176470588,0.235294118,1.852941176,y,"80's detective shows in America, very funky. ","80's detective shows in America, very funky. ",,,,,,5,4,2,1,4,,TRUE,30,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,4,NA,741.7852,772.8135,788.5445,788.5473,31.0283,NA,8,0,8,No,NA,NA,NA,NA,-37.45912,20.945713,60s_H_04_new-clip_60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,399,40,"<i>80's</i> detective shows <i>in</i> America, <i>very</i> <i>funky</i>.",-17.67664,-47.280346
204940,MEI_UK18to30_2024-07-11_13h25.43.524_204940.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h25.43.524,60s_H_04,60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,60s pop,H,4,0.176470588,0.235294118,1.852941176,y,"someone was walking down the street and doing things, like going into a shop, picking somehting up.","someone was walking down the street and doing things, like going into a shop, picking something up.",,,,,,4,2,2,2,4,,TRUE,23,Male,United Kingdom,United Kingdom,English,TRUE,Danish,FALSE,NA,7,2,I think a lot of my thoughts came from movies.,193.1872,228.5703,247.7029,247.7048,35.3831,NA,17,0,17,Yes,somehting,something,1,1,45.15445,-40.171223,60s_H_04_new-clip_60s_HIGH_Im_A_Man_-_Remastered_2010.mp3,402,41,"Someone <i>was</i> walking <i>down</i> <i>the</i> street <i>and</i> <i>doing</i> things, <i>like</i> going <i>into</i> <i>a</i> shop, picking something <i>up</i>.",-21.015587,27.57663
49523,MEI_UK18to30_2024-07-11_13h25.56.270_049523.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h25.56.270,60s_L_07,60s_MED_Im_Waiting_For_The_Man.mp3,60s pop,L,7,0.2,0.3,1.733333333,y,reminds me of a movie soundtrack,reminds me of a movie soundtrack,,,,,NA,5,3,2,2,2,,TRUE,19,Female,United Kingdom,Ireland,english,FALSE,NA,FALSE,NA,4,2,NA,269.4231,302.1658,335.2986,335.3019,32.7427,NA,6,NA,6,No,NA,NA,NA,NA,15.08478,57.667557,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,409,42,<i>Reminds</i> <i>me</i> <i>of</i> <i>a</i> <i>movie</i> soundtrack.,-30.9688,-62.46543
506525,MEI_UK18to30_2024-07-11_13h26.03.839_506525.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h26.03.839,60s_L_08,60s_LOW_This_Time_the_Dreams_on_Me.mp3,60s pop,L,8,0.1875,0.28125,1.6875,y,"1920s world, but more like Fallout setting where everything is post apocolyptic and the music is contrasting the setting. There's destroyed buildings and radioactivity everywhere but an old recording plays on a TV buried in the sand of a musical performance","1920s world, but more like Fallout setting where everything is post apocalyptic and the music is contrasting the setting. There's destroyed buildings and radioactivity everywhere but an old recording plays on a TV buried in the sand of a musical performance",,,Fallout,,NA,4,4,3,2,3,,TRUE,23,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,1231.6351,1321.8927,1330.7209,1330.7218,90.2576,NA,41,NA,41,Yes,apocolyptic,apocalyptic,1,1,10.818623,2.1581657,60s_L_08_new-clip_60s_LOW_This_Time_the_Dreams_on_Me.mp3,427,43,"1920s world, <i>but</i> <i>more</i> <i>like</i> Fallout setting <i>where</i> everything <i>is</i> post apocalyptic <i>and</i> <i>the</i> <i>music</i> <i>is</i> contrasting <i>the</i> setting. There<i>'s</i> destroyed buildings <i>and</i> radioactivity everywhere <i>but</i> <i>an</i> old recording plays <i>on</i> <i>a</i> TV buried <i>in</i> <i>the</i> sand <i>of</i> <i>a</i> musical performance.",-10.567097,-11.274988
942143,MEI_UK18to30_2024-07-11_13h26.32.257_942143.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h26.32.257,60s_H_02,"60s_LOW_Walk,_Dont_Run_-_Stereo.mp3",60s pop,H,2,0.0625,0.40625,2.8125,y,the music sounded like somthing that wouldve played in the beginning of an early 2000 movie,the music sounded like something that would've played in the beginning of an early 2000 movie,,,,,,4,4,3,4,3,,TRUE,18,Male,United Kingdom,United Kingdom,english,TRUE,hindi,FALSE,NA,3,1,NA,840.0566,880.7653,891.2791,891.2828,40.7087,NA,16,0,16,Yes,somthing wouldve,something would've,2,2,34.6819,0.57181823,"60s_H_02_new-clip_60s_LOW_Walk,_Dont_Run_-_Stereo.mp3",431,44,<i>The</i> <i>music</i> <i>sounded</i> <i>like</i> something <i>that</i> would<i>'ve</i> played <i>in</i> <i>the</i> beginning <i>of</i> <i>an</i> early <i>2000</i> <i>movie</i>.,-20.471468,-70.769356
164908,MEI_UK18to30_2024-07-11_13h26.33.949_164908.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h26.33.949,60s_L_08,60s_LOW_This_Time_the_Dreams_on_Me.mp3,60s pop,L,8,0.1875,0.28125,1.6875,y,Watching a old fashioned film,Watching a old fashioned film,,,,,NA,5,5,4,1,1,,TRUE,26,Female,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,7,2,no thank you,908.1558,940.513,948.681,948.6847,32.3572,NA,5,NA,5,No,NA,NA,NA,NA,-22.069838,45.57288,60s_L_08_new-clip_60s_LOW_This_Time_the_Dreams_on_Me.mp3,443,45,Watching <i>a</i> old fashioned <i>film</i>.,12.985215,-8.105015
963256,MEI_UK18to30_2024-07-11_13h26.42.929_963256.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h26.42.929,60s_H_06,60s_MED_Cinnamon_Girl.mp3,60s pop,H,6,0.096774194,0.161290323,1.741935484,y,"Beach military bar/biker bar - Pool table, sunsetting. Noisy atmosphere","Beach military bar/biker bar - Pool table, sunsetting. Noisy atmosphere",,,,,,5,2,1,4,5,,TRUE,18,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,:),1161.1202,1217.4662,1232.6136,1232.6147,56.346,NA,10,0,10,No,NA,NA,NA,NA,-51.55065,-34.626453,60s_H_06_new-clip_60s_MED_Cinnamon_Girl.mp3,457,46,"Beach military bar/biker bar - Pool table, sunsetting. Noisy atmosphere.",50.61479,36.847294
901213,MEI_UK18to30_2024-07-11_13h26.59.807_901213.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h26.59.807,60s_L_10,60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s pop,L,10,0.176470588,0.5,1.5,y,I think I have heard this on tiktok and then I was imagining a beach so I might have seen a related video but I don't know,I think I have heard this on tiktok and then I was imagining a beach so I might have seen a related video but I don't know,,,,,,5,5,2,4,5,banana,TRUE,21,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,4,2,NA,533.1925,564.6097,571.975,571.9777,31.4172,NA,27,0,27,No,NA,NA,NA,NA,61.3127,16.785378,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,462,47,<i>I</i> <i>think</i> <i>I</i> <i>have</i> heard <i>this</i> <i>on</i> tiktok <i>and</i> <i>then</i> <i>I</i> <i>was</i> <i>imagining</i> <i>a</i> beach <i>so</i> <i>I</i> might <i>have</i> seen <i>a</i> related video <i>but</i> <i>I</i> <i>don't</i> know.,-44.624866,-31.412773
387529,MEI_UK18to30_2024-07-11_13h27.30.058_387529.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h27.30.058,60s_L_11,60s_MED_Through_with_You.mp3,60s pop,L,11,0.09375,0.15625,1.4375,y,"Mexico/Spain, a bull fight experience about to start","Mexico/Spain, a bull fight experience about to start",,,,,,5,3,3,1,4,,TRUE,25,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,1,NA,120.259,161.895,211.0764,211.0783,41.636,NA,9,0,9,No,NA,NA,NA,NA,-11.859199,21.506273,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,477,48,"Mexico/Spain, <i>a</i> bull fight experience <i>about</i> <i>to</i> start.",5.625419,-18.830786
895372,MEI_UK18to30_2024-07-11_13h27.48.605_895372.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h27.48.605,60s_L_09,60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,60s pop,L,9,0.114285714,0.228571429,1.542857143,y,"gave the impression that it could be a theme tune, there was a feeling of anticipation and excitement. I pictured myself in an underground jazz bar listening to this","gave the impression that it could be a theme tune, there was a feeling of anticipation and excitement. I pictured myself in an underground jazz bar listening to this",,,,,,5,4,2,1,4,,TRUE,24,Male,United Kingdom,United Kingdom,English,TRUE,French,FALSE,NA,5,2,NA,282.0133,335.32,364.6986,364.7026,53.3067,NA,29,0,29,No,NA,NA,NA,NA,15.376851,-0.17223509,60s_L_09_new-clip_60s_MED_Amore_sto_dicendo_a_te_-_Toy.mp3,483,49,"Gave <i>the</i> impression <i>that</i> <i>it</i> could <i>be</i> <i>a</i> theme tune, <i>there</i> <i>was</i> <i>a</i> feeling <i>of</i> anticipation <i>and</i> excitement. <i>I</i> <i>pictured</i> <i>myself</i> <i>in</i> <i>an</i> underground <i>jazz</i> bar listening <i>to</i> <i>this</i>.",-44.77753,-6.597078
387976,MEI_UK18to30_2024-07-11_13h27.51.287_387976.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-11_13h27.51.287,60s_L_12,60s_LOW_Rumpus.mp3,60s pop,L,12,0.09375,0.34375,1.375,y,dogs trotting over a field,dogs trotting over a field,,,,,,4,5,3,1,2,,TRUE,24,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,2,NA,357.6071,389.1257,412.625,412.6301,31.5186,NA,5,0,5,No,NA,NA,NA,NA,-24.730293,-50.297398,60s_L_12_new-clip_60s_LOW_Rumpus.mp3,493,50,Dogs trotting <i>over</i> <i>a</i> field.,-6.7148323,42.86308
